"subject" "activity_label" "dom" "body_gravity" "acc_gyro" "jerk" "mag" "direction" "stat" "value"
24 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.976252427794118
25 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.979828883230769
26 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.969488188974359
27 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.981037690285714
28 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.953207017222222
29 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.987259808666667
30 "SITTING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.973804950806452
1 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.987107727735849
2 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.97103605037037
3 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.923125941147541
4 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.945825840178571
5 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.931857811428571
6 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.942539174210526
7 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.945818157735849
8 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.968055495925926
9 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.941950576888889
10 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.958399857954545
11 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.994353086595745
12 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.938529853770492
13 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.97142515122807
14 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.944306864
15 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.969442882075472
16 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.978402418717949
17 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.983946584871795
18 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.978801848493151
19 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.966967238082192
20 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.901237499589041
21 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.954080913707865
22 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.962172736666667
23 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.945871186029412
24 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.965798055507246
25 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.975960666081081
26 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.981740873108108
27 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.98185775725
28 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.936101609113924
29 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.989643721230769
30 "STANDING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.939469774067797
1 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.0335081597884211
2 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.533046952542373
3 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.568888673448276
4 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.654657770166667
5 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.502683380535714
6 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.332008706842105
7 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.290859379017544
8 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.1908057215
9 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.490990336346154
10 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.204392821584906
11 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.453663184067797
12 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.4437983296
13 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.318618506122807
14 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.0832950551222034
15 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.365361208555556
16 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.61194087745098
17 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.439238787704918
18 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.460890661785714
19 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.133010285461538
20 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.107704805445098
21 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.419400879423077
22 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.481624411086957
23 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.286581518449153
24 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.495896271896552
25 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.567201282027027
26 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.587939604576271
27 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.530943838421053
28 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.497470739444444
29 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.0941359695075472
30 "WALKING" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.0955456046230769
1 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.181414728657143
2 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.458732747446809
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.553094540204082
4 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.691518367333333
5 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.431552775319149
6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.235470976166667
7 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.351717743191489
8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.0461356322868421
9 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.364282565714286
10 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.343237004473684
11 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.481127494565217
12 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.518923134565217
13 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.24966032923617
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.0741391154937778
15 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.360972848571429
16 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.565214032765957
17 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.469390428043478
18 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.607757979272727
19 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.028489571974359
20 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.159961424355556
21 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.388418746666667
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.570339899444444
23 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.12605231802963
24 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.523412701636364
25 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.470641125
26 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.4975063388
27 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.543033246590909
28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.293108364565217
29 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.354872689583333
30 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.255732054951613
1 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.151538905566038
2 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.459758488958333
3 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.556045947118644
4 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.489824279230769
5 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.403486393191489
6 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.31361857145098
7 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.579964614705882
8 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.0478802512585366
9 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.352033091612245
10 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.171735785297872
11 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.153787850538889
12 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.483918390576923
13 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.364283258727273
14 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.646233637037037
15 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.243612269004167
16 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.559600598431373
17 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.481154119791667
18 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.443429836896552
19 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.149925160355
20 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.079046721372549
21 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.478299637021277
22 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.473882071666667
23 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.301619977058824
24 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.586177824237288
25 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.349362687538462
26 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.598236639818182
27 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.587869474313725
28 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" -0.459989315686274
29 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.234346783653061
30 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "Y" "Std" 0.0449545535584615
1 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9510904402
2 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982291608958333
3 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.977272653709677
4 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.961109291851852
5 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.977427370576923
6 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.943634949473684
7 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.945071935384615
8 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.952039385740741
9 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9266185314
10 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.953660207586207
11 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982442644035088
12 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.953873893833333
13 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.96270462
14 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.932499780588235
15 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.961142911805556
16 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.970747514
17 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.971484336197183
18 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.984202872923077
19 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.963617705662651
20 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.972941910294118
21 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.952147091444444
22 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9618849625
23 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.959195236388889
24 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.960299550972222
25 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.936630803287671
26 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.979325678815789
27 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.98428747527027
28 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.960057463625
29 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.992750957826087
30 "LAYING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.966041673
1 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.966473895319149
2 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.978919526956522
3 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.944854571346154
4 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9584681204
5 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.950064068181818
6 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.944130044727273
7 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.944124336458333
8 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.97150069673913
9 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9191882264
10 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.984373304814815
11 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982249040188679
12 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.960497127647059
13 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.979668456122449
14 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.962048191666667
15 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.975321519491525
16 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.958336595507246
17 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.98612868078125
18 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.986753343859649
19 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.959758309589041
20 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.960104508636364
21 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.976380487294118
22 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.950173478548387
23 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.948109526029412
24 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.977954005147059
25 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.981193501846154
26 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.973444813846154
27 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982067465142857
28 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.956316505972222
29 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.988334019666667
30 "SITTING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.976477561935484
1 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.98773444
2 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.971441996481481
3 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.927788618196721
4 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.949227146964286
5 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.933738104107143
6 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.94248658631579
7 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.949646946792453
8 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.969421045555556
9 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.946046640444444
10 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.958861164090909
11 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.994210471914894
12 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.941469207540984
13 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.971721755964912
14 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.9462806205
15 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.971332584339623
16 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.980110277307692
17 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.985121164615385
18 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.980417134246575
19 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.96957632369863
20 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.903913940684931
21 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.955979192696629
22 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.964714672857143
23 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.948074760882353
24 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.967298518695652
25 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.976757621081081
26 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982408142702703
27 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.982498991125
28 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.940006320126582
29 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.990364876307692
30 "STANDING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.94070541220339
1 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.0546077686594737
2 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.53845366779661
3 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.563793260172414
4 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.665394092833333
5 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.504622029821429
6 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.331702267894737
7 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.23109830545614
8 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.2119972775
9 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.467054167884615
10 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.250853318679245
11 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.499625287288136
12 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.4494013978
13 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.290023550315789
14 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.0148392604279661
15 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.420865007777778
16 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.612593634117647
17 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.454932903934426
18 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.496431539642857
19 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.114406108840577
20 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.0858321519372549
21 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.397892316730769
22 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.486322106521739
23 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.25945722920339
24 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.487166280172414
25 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.604032097432432
26 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.57573544779661
27 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.529865057894737
28 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.497684006666667
29 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.181802636566038
30 "WALKING" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.00600277892
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.126349194938775
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.415739144893617
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.546740387959184
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.699453537111111
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.409134149148936
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.18922957
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.29262613606383
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.0243131207736842
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.340765233142857
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.311407525263158
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.495911719565217
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.47628774326087
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.198848161170213
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.0569902222622222
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.37320816
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.528329304680851
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.459281989565217
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.617230786
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.0483147743589744
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.146794177311111
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.353733478222222
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.550303216666667
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.213825552277778
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.484673524
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.523377914655172
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.4734080504
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.481813367954545
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.259368686847826
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.390460137708333
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.285392416354839
1 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" 0.00410518379811321
2 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.466298336666667
3 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.582742845932203
4 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.551185569230769
5 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.440345826382979
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.315799901607843
7 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.572996820784314
8 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "-" "-" "Y" "Std" -0.0666980861414634
